label,format,games,username,game_id,color,ply,rtt_ms,applied_bytes,warmup
e1-20,binary,20,bot_1,210,w,1,17.96,25,0
e1-20,binary,20,bot_1,210,w,3,3.81,25,0
e1-20,binary,20,bot_1,210,w,5,2.91,25,0
e1-20,binary,20,bot_1,210,w,7,1.99,25,0
e1-20,binary,20,bot_1,210,w,9,2.21,25,0
e1-20,binary,20,bot_1,210,w,11,2.55,25,0
e1-20,binary,20,bot_1,210,w,13,1.74,25,0
e1-20,binary,20,bot_1,210,w,15,2.15,25,0
e1-20,binary,20,bot_1,210,w,17,2.2,25,0
e1-20,binary,20,bot_1,210,w,19,2.59,25,0
e1-20,binary,20,bot_1,210,w,21,6.95,25,0
e1-20,binary,20,bot_1,210,w,23,6.77,25,0
e1-20,binary,20,bot_1,210,w,25,10.91,25,0
e1-20,binary,20,bot_1,210,w,27,10.03,25,0
e1-20,binary,20,bot_1,210,w,29,6.91,25,0
e1-20,binary,20,bot_1,210,w,31,18.67,25,0
e1-20,binary,20,bot_1,210,w,33,9.17,25,0
e1-20,binary,20,bot_1,210,w,35,9.84,25,0
e1-20,binary,20,bot_1,210,w,37,3.73,25,0
e1-20,binary,20,bot_1,210,w,39,6.35,25,0
e1-20,binary,20,bot_1,210,w,41,71.75,25,0
e1-20,binary,20,bot_1,210,w,43,71.35,25,0
e1-20,binary,20,bot_1,210,w,45,28.29,25,0
e1-20,binary,20,bot_1,210,w,47,24.2,25,0
e1-20,binary,20,bot_1,210,w,49,10.21,25,0
e1-20,binary,20,bot_1,210,w,51,44.36,25,0
e1-20,binary,20,bot_1,210,w,53,37.23,25,0
e1-20,binary,20,bot_1,210,w,55,32.21,25,0
e1-20,binary,20,bot_1,210,w,57,25.44,25,0
e1-20,binary,20,bot_1,210,w,59,58.8,25,0
e1-20,binary,20,bot_2,210,b,2,4.02,25,0
e1-20,binary,20,bot_2,210,b,4,4.6,25,0
e1-20,binary,20,bot_2,210,b,6,2.28,25,0
e1-20,binary,20,bot_2,210,b,8,3.14,25,0
e1-20,binary,20,bot_2,210,b,10,3.21,25,0
e1-20,binary,20,bot_2,210,b,12,1.87,25,0
e1-20,binary,20,bot_2,210,b,14,1.45,25,0
e1-20,binary,20,bot_2,210,b,16,5.95,25,0
e1-20,binary,20,bot_2,210,b,18,1.33,25,0
e1-20,binary,20,bot_2,210,b,20,8.45,25,0
e1-20,binary,20,bot_2,210,b,22,11.84,25,0
e1-20,binary,20,bot_2,210,b,24,14.12,25,0
e1-20,binary,20,bot_2,210,b,26,16.38,25,0
e1-20,binary,20,bot_2,210,b,28,16.12,25,0
e1-20,binary,20,bot_2,210,b,30,4.36,25,0
e1-20,binary,20,bot_2,210,b,32,18.76,25,0
e1-20,binary,20,bot_2,210,b,34,10.74,25,0
e1-20,binary,20,bot_2,210,b,36,14.82,25,0
e1-20,binary,20,bot_2,210,b,38,22.5,25,0
e1-20,binary,20,bot_2,210,b,40,78.35,25,0
e1-20,binary,20,bot_2,210,b,42,52.46,25,0
e1-20,binary,20,bot_2,210,b,44,48.4,25,0
e1-20,binary,20,bot_2,210,b,46,30.7,25,0
e1-20,binary,20,bot_2,210,b,48,15.58,25,0
e1-20,binary,20,bot_2,210,b,50,56.83,25,0
e1-20,binary,20,bot_2,210,b,52,47.51,25,0
e1-20,binary,20,bot_2,210,b,54,29.36,25,0
e1-20,binary,20,bot_2,210,b,56,23.26,25,0
e1-20,binary,20,bot_2,210,b,58,13.46,25,0
e1-20,binary,20,bot_2,210,b,60,46.96,25,0
