label,format,games,username,game_id,color,login_ms,plies,result,reason,move_p50_ms,rejects,resumes,recovery_ms,moves_lost,waits,bytes_in,bytes_out,error
e4-qua-proxy,binary,1,bot_203,4659,w,120.64,40,0-1,resign,122.5,0,0,,0,0,1957,461,
e4-qua-proxy,binary,1,bot_204,4659,b,119.31,40,0-1,resign,122.87,0,0,,0,0,1956,452,
