label,format,games,username,game_id,color,ply,rtt_ms,applied_bytes,think_ms,charged_ms,drift_ms,warmup
e4-qua-proxy,binary,1,bot_203,4647,b,2,626.92,25,67.27,737,669.73,0
e4-qua-proxy,binary,1,bot_203,4647,b,4,578.11,25,67.16,674,606.84,0
e4-qua-proxy,binary,1,bot_203,4647,b,6,640.75,25,64.44,719,654.56,0
e4-qua-proxy,binary,1,bot_203,4647,b,8,596.27,25,65.25,689,623.75,0
e4-qua-proxy,binary,1,bot_203,4647,b,10,622.16,25,64.62,667,602.38,0
e4-qua-proxy,binary,1,bot_203,4647,b,12,622.71,25,64.58,640,575.42,0
e4-qua-proxy,binary,1,bot_203,4647,b,14,558.84,25,65.14,668,602.86,0
e4-qua-proxy,binary,1,bot_203,4647,b,16,608.44,25,64.77,667,602.23,0
e4-qua-proxy,binary,1,bot_203,4647,b,18,590.46,25,65.71,639,573.29,0
e4-qua-proxy,binary,1,bot_203,4647,b,20,638.84,25,64,702,638,0
e4-qua-proxy,binary,1,bot_203,4647,b,22,589.43,25,66.55,657,590.45,0
e4-qua-proxy,binary,1,bot_203,4647,b,24,652.1,25,67.66,671,603.34,0
e4-qua-proxy,binary,1,bot_203,4647,b,26,639.14,25,67.16,670,602.84,0
e4-qua-proxy,binary,1,bot_203,4647,b,28,668.75,25,67.5,718,650.5,0
e4-qua-proxy,binary,1,bot_203,4647,b,30,629.98,25,64.16,642,577.84,0
e4-qua-proxy,binary,1,bot_203,4647,b,32,657.75,25,64.75,707,642.25,0
e4-qua-proxy,binary,1,bot_203,4647,b,34,608.05,25,64.16,670,605.84,0
e4-qua-proxy,binary,1,bot_203,4647,b,36,609.05,25,64.48,659,594.52,0
e4-qua-proxy,binary,1,bot_203,4647,b,38,625.2,25,63.74,688,624.26,0
e4-qua-proxy,binary,1,bot_203,4647,b,40,608.28,25,63.89,670,606.11,0
e4-qua-proxy,binary,1,bot_204,4647,w,1,631.53,25,70.48,716,645.52,0
e4-qua-proxy,binary,1,bot_204,4647,w,3,608.79,25,65.93,718,652.07,0
e4-qua-proxy,binary,1,bot_204,4647,w,5,564.38,25,65.52,676,610.48,0
e4-qua-proxy,binary,1,bot_204,4647,w,7,556.43,25,67.95,640,572.05,0
e4-qua-proxy,binary,1,bot_204,4647,w,9,652.72,25,66.62,718,651.38,0
e4-qua-proxy,binary,1,bot_204,4647,w,11,620.86,25,66.74,671,604.26,0
e4-qua-proxy,binary,1,bot_204,4647,w,13,638.93,25,62.67,637,574.33,0
e4-qua-proxy,binary,1,bot_204,4647,w,15,620.2,25,65.23,638,572.77,0
e4-qua-proxy,binary,1,bot_204,4647,w,17,622.36,25,66.61,702,635.39,0
e4-qua-proxy,binary,1,bot_204,4647,w,19,605.79,25,65.49,699,633.51,0
e4-qua-proxy,binary,1,bot_204,4647,w,21,620.57,25,65.76,730,664.24,0
e4-qua-proxy,binary,1,bot_204,4647,w,23,639.26,25,63.84,683,619.16,0
e4-qua-proxy,binary,1,bot_204,4647,w,25,619.79,25,65.06,655,589.94,0
e4-qua-proxy,binary,1,bot_204,4647,w,27,650,25,68.13,718,649.87,0
e4-qua-proxy,binary,1,bot_204,4647,w,29,637.04,25,65.92,732,666.08,0
e4-qua-proxy,binary,1,bot_204,4647,w,31,592.19,25,67.75,641,573.25,0
e4-qua-proxy,binary,1,bot_204,4647,w,33,619.44,25,67.92,672,604.08,0
e4-qua-proxy,binary,1,bot_204,4647,w,35,577.58,25,66.67,685,618.33,0
e4-qua-proxy,binary,1,bot_204,4647,w,37,579.04,25,64.93,673,608.07,0
e4-qua-proxy,binary,1,bot_204,4647,w,39,651.9,25,67.25,685,617.75,0
