label,format,games,username,game_id,color,login_ms,plies,result,reason,move_p50_ms,rejects,resumes,recovery_ms,moves_lost,waits,bytes_in,bytes_out,error
e7-remote-1-co-cache,binary,20,bot_1,4542,b,180,60,0-1,resign,17.07,0,0,,0,0,2575,620,
e7-remote-1-co-cache,binary,20,bot_2,4550,w,245.56,60,0-1,resign,11.12,0,0,,0,0,2572,629,
e7-remote-1-co-cache,binary,20,bot_3,4551,w,245.71,60,0-1,resign,16.28,0,0,,0,0,2573,629,
e7-remote-1-co-cache,binary,20,bot_4,4539,w,241.43,60,0-1,resign,14.18,0,0,,0,0,2578,629,
e7-remote-1-co-cache,binary,20,bot_5,4548,b,244.51,60,0-1,resign,10.76,0,0,,0,0,2576,620,
e7-remote-1-co-cache,binary,20,bot_6,4552,b,245.65,60,0-1,resign,12.97,0,0,,0,0,2581,620,
e7-remote-1-co-cache,binary,20,bot_7,4546,w,243.22,60,0-1,resign,17.52,0,0,,0,0,2581,629,
e7-remote-1-co-cache,binary,20,bot_8,4555,w,246.37,60,0-1,resign,11.23,0,0,,0,0,2582,629,
e7-remote-1-co-cache,binary,20,bot_9,4537,b,239.2,60,0-1,resign,13.21,0,0,,0,0,2577,620,
e7-remote-1-co-cache,binary,20,bot_10,4552,w,243.99,60,0-1,resign,17.7,0,0,,0,0,2582,630,
e7-remote-1-co-cache,binary,20,bot_11,4549,w,242.81,60,0-1,resign,13.55,0,0,,0,0,2581,630,
e7-remote-1-co-cache,binary,20,bot_12,4547,b,242.16,60,0-1,resign,13.11,0,0,,0,0,2571,621,
e7-remote-1-co-cache,binary,20,bot_13,4539,b,239.23,60,0-1,resign,12.25,0,0,,0,0,2577,621,
e7-remote-1-co-cache,binary,20,bot_14,4543,w,240.51,60,0-1,resign,18.34,0,0,,0,0,2582,630,
e7-remote-1-co-cache,binary,20,bot_15,4540,w,239.36,60,0-1,resign,12.53,0,0,,0,0,2584,630,
e7-remote-1-co-cache,binary,20,bot_16,4554,w,244.16,60,0-1,resign,19.81,0,0,,0,0,2577,630,
e7-remote-1-co-cache,binary,20,bot_17,4553,w,243.63,60,0-1,resign,14.68,0,0,,0,0,2580,630,
e7-remote-1-co-cache,binary,20,bot_18,4554,b,244.13,60,0-1,resign,19.27,0,0,,0,0,2576,621,
e7-remote-1-co-cache,binary,20,bot_19,4546,b,241.07,60,0-1,resign,15.36,0,0,,0,0,2580,621,
e7-remote-1-co-cache,binary,20,bot_20,4555,b,244.36,60,0-1,resign,14.43,0,0,,0,0,2581,621,
e7-remote-1-co-cache,binary,20,bot_21,4556,b,244.68,60,0-1,resign,14,0,0,,0,0,2583,621,
e7-remote-1-co-cache,binary,20,bot_22,4556,w,244.35,60,0-1,resign,11.57,0,0,,0,0,2584,630,
e7-remote-1-co-cache,binary,20,bot_23,4543,b,239.69,60,0-1,resign,18.1,0,0,,0,0,2581,621,
e7-remote-1-co-cache,binary,20,bot_24,4547,w,240.73,60,0-1,resign,14.98,0,0,,0,0,2572,630,
e7-remote-1-co-cache,binary,20,bot_25,4541,w,238.76,60,0-1,resign,13.46,0,0,,0,0,2584,630,
e7-remote-1-co-cache,binary,20,bot_26,4542,w,239.12,60,0-1,resign,12.5,0,0,,0,0,2577,630,
e7-remote-1-co-cache,binary,20,bot_27,4551,b,241.95,60,0-1,resign,13.96,0,0,,0,0,2573,621,
e7-remote-1-co-cache,binary,20,bot_28,4538,w,236.91,60,0-1,resign,13.45,0,0,,0,0,2586,630,
e7-remote-1-co-cache,binary,20,bot_29,4549,b,241.05,60,0-1,resign,13.99,0,0,,0,0,2580,621,
e7-remote-1-co-cache,binary,20,bot_30,4541,b,238.54,60,0-1,resign,17.63,0,0,,0,0,2583,621,
e7-remote-1-co-cache,binary,20,bot_31,4553,b,242.39,60,0-1,resign,17.47,0,0,,0,0,2579,621,
e7-remote-1-co-cache,binary,20,bot_32,4540,b,237.82,60,0-1,resign,17.86,0,0,,0,0,2583,621,
e7-remote-1-co-cache,binary,20,bot_33,4548,w,240.08,60,0-1,resign,13.98,0,0,,0,0,2577,630,
e7-remote-1-co-cache,binary,20,bot_34,4544,w,238.74,60,0-1,resign,19.87,0,0,,0,0,2576,630,
e7-remote-1-co-cache,binary,20,bot_35,4550,b,240.65,60,0-1,resign,13.23,0,0,,0,0,2572,621,
e7-remote-1-co-cache,binary,20,bot_36,4537,w,235.15,60,0-1,resign,14.12,0,0,,0,0,2578,630,
e7-remote-1-co-cache,binary,20,bot_37,4545,w,238.7,60,0-1,resign,17.77,0,0,,0,0,2592,630,
e7-remote-1-co-cache,binary,20,bot_38,4545,b,238.75,60,0-1,resign,17.06,0,0,,0,0,2591,621,
e7-remote-1-co-cache,binary,20,bot_39,4538,b,235.84,60,0-1,resign,14,0,0,,0,0,2585,621,
e7-remote-1-co-cache,binary,20,bot_40,4544,b,238.17,60,0-1,resign,18.69,0,0,,0,0,2575,621,
