label,format,games,username,game_id,color,login_ms,plies,result,reason,move_p50_ms,rejects,resumes,recovery_ms,moves_lost,waits,bytes_in,bytes_out,error
e7-remote-1-khong-cache,binary,20,bot_1,4482,b,190.13,60,0-1,resign,11.34,0,0,,0,0,2572,611,
e7-remote-1-khong-cache,binary,20,bot_2,4490,w,256.48,60,0-1,resign,15.38,0,0,,0,0,2559,620,
e7-remote-1-khong-cache,binary,20,bot_3,4491,w,256.68,60,0-1,resign,12.97,0,0,,0,0,2573,620,
e7-remote-1-khong-cache,binary,20,bot_4,4479,w,251.59,60,0-1,resign,14.27,0,0,,0,0,2569,620,
e7-remote-1-khong-cache,binary,20,bot_5,4488,b,255.44,60,0-1,resign,16.35,0,0,,0,0,2566,611,
e7-remote-1-khong-cache,binary,20,bot_6,4492,b,256.71,60,0-1,resign,12.71,0,0,,0,0,2572,611,
e7-remote-1-khong-cache,binary,20,bot_7,4486,w,254.1,60,0-1,resign,14.12,0,0,,0,0,2575,620,
e7-remote-1-khong-cache,binary,20,bot_8,4495,w,257.3,60,0-1,resign,12.99,0,0,,0,0,2573,620,
e7-remote-1-khong-cache,binary,20,bot_9,4477,b,249.36,60,0-1,resign,12.15,0,0,,0,0,2575,611,
e7-remote-1-khong-cache,binary,20,bot_10,4492,w,255.06,60,0-1,resign,14.71,0,0,,0,0,2573,621,
e7-remote-1-khong-cache,binary,20,bot_11,4489,w,253.69,60,0-1,resign,15.04,0,0,,0,0,2567,621,
e7-remote-1-khong-cache,binary,20,bot_12,4487,b,253.02,60,0-1,resign,12.52,0,0,,0,0,2566,612,
e7-remote-1-khong-cache,binary,20,bot_13,4479,b,249.41,60,0-1,resign,14.98,0,0,,0,0,2568,612,
e7-remote-1-khong-cache,binary,20,bot_14,4483,w,251.02,60,0-1,resign,13.86,0,0,,0,0,2572,621,
e7-remote-1-khong-cache,binary,20,bot_15,4480,w,249.83,60,0-1,resign,15.2,0,0,,0,0,2568,621,
e7-remote-1-khong-cache,binary,20,bot_16,4494,w,254.99,60,0-1,resign,12.09,0,0,,0,0,2571,621,
e7-remote-1-khong-cache,binary,20,bot_17,4493,w,254.52,60,0-1,resign,12.6,0,0,,0,0,2577,621,
e7-remote-1-khong-cache,binary,20,bot_18,4494,b,254.95,60,0-1,resign,13.03,0,0,,0,0,2570,612,
e7-remote-1-khong-cache,binary,20,bot_19,4486,b,251.86,60,0-1,resign,12.31,0,0,,0,0,2574,612,
e7-remote-1-khong-cache,binary,20,bot_20,4495,b,255.13,60,0-1,resign,11.95,0,0,,0,0,2572,612,
e7-remote-1-khong-cache,binary,20,bot_21,4496,b,255.39,60,0-1,resign,13.01,0,0,,0,0,2577,612,
e7-remote-1-khong-cache,binary,20,bot_22,4496,w,255.11,60,0-1,resign,10.93,0,0,,0,0,2578,621,
e7-remote-1-khong-cache,binary,20,bot_23,4483,b,250.29,60,0-1,resign,12.15,0,0,,0,0,2571,612,
e7-remote-1-khong-cache,binary,20,bot_24,4487,w,251.53,60,0-1,resign,20.24,0,0,,0,0,2567,621,
e7-remote-1-khong-cache,binary,20,bot_25,4481,w,249.24,60,0-1,resign,16.46,0,0,,0,0,2570,621,
e7-remote-1-khong-cache,binary,20,bot_26,4482,w,249.53,60,0-1,resign,16.33,0,0,,0,0,2574,621,
e7-remote-1-khong-cache,binary,20,bot_27,4491,b,252.85,60,0-1,resign,13.93,0,0,,0,0,2573,612,
e7-remote-1-khong-cache,binary,20,bot_28,4478,w,247,60,0-1,resign,14.8,0,0,,0,0,2576,621,
e7-remote-1-khong-cache,binary,20,bot_29,4489,b,251.9,60,0-1,resign,15.13,0,0,,0,0,2566,612,
e7-remote-1-khong-cache,binary,20,bot_30,4481,b,248.9,60,0-1,resign,15.8,0,0,,0,0,2569,612,
e7-remote-1-khong-cache,binary,20,bot_31,4493,b,253.25,60,0-1,resign,10.86,0,0,,0,0,2576,612,
e7-remote-1-khong-cache,binary,20,bot_32,4480,b,248.29,60,0-1,resign,15.56,0,0,,0,0,2567,612,
e7-remote-1-khong-cache,binary,20,bot_33,4488,w,250.93,60,0-1,resign,15.92,0,0,,0,0,2567,621,
e7-remote-1-khong-cache,binary,20,bot_34,4484,w,249.05,60,0-1,resign,14.69,0,0,,0,0,2567,621,
e7-remote-1-khong-cache,binary,20,bot_35,4490,b,251.22,60,0-1,resign,15.86,0,0,,0,0,2559,612,
e7-remote-1-khong-cache,binary,20,bot_36,4477,w,244.54,60,0-1,resign,17,0,0,,0,0,2576,621,
e7-remote-1-khong-cache,binary,20,bot_37,4485,w,248.99,60,0-1,resign,13.25,0,0,,0,0,2569,621,
e7-remote-1-khong-cache,binary,20,bot_38,4485,b,249.06,60,0-1,resign,13.61,0,0,,0,0,2568,612,
e7-remote-1-khong-cache,binary,20,bot_39,4478,b,245.54,60,0-1,resign,11.59,0,0,,0,0,2575,612,
e7-remote-1-khong-cache,binary,20,bot_40,4484,b,248.39,60,0-1,resign,16.24,0,0,,0,0,2566,612,
