label,format,games,username,game_id,color,login_ms,plies,result,reason,move_p50_ms,rejects,resumes,recovery_ms,moves_lost,waits,bytes_in,bytes_out,error
e7-embedded,binary,20,bot_1,4423,b,166.9,60,0-1,resign,13.32,0,0,,0,0,2564,611,
e7-embedded,binary,20,bot_2,4418,b,226.63,60,0-1,resign,15.83,0,0,,0,0,2564,611,
e7-embedded,binary,20,bot_3,4417,w,225.38,60,0-1,resign,17.73,0,0,,0,0,2568,620,
e7-embedded,binary,20,bot_4,4430,b,231.33,60,0-1,resign,15.93,0,0,,0,0,2565,611,
e7-embedded,binary,20,bot_5,4426,b,229.75,60,0-1,resign,12.05,0,0,,0,0,2570,611,
e7-embedded,binary,20,bot_6,4422,w,227.97,60,0-1,resign,13.79,0,0,,0,0,2575,620,
e7-embedded,binary,20,bot_7,4423,w,228.23,60,0-1,resign,11.8,0,0,,0,0,2566,620,
e7-embedded,binary,20,bot_8,4430,w,230.59,60,0-1,resign,13.54,0,0,,0,0,2566,620,
e7-embedded,binary,20,bot_9,4431,w,230.59,60,0-1,resign,12.02,0,0,,0,0,2564,620,
e7-embedded,binary,20,bot_10,4419,w,225.55,60,0-1,resign,16.46,0,0,,0,0,2580,621,
e7-embedded,binary,20,bot_11,4428,b,229.14,60,0-1,resign,13.98,0,0,,0,0,2577,612,
e7-embedded,binary,20,bot_12,4432,b,230.52,60,0-1,resign,15.26,0,0,,0,0,2569,612,
e7-embedded,binary,20,bot_13,4425,b,227.88,60,0-1,resign,13.42,0,0,,0,0,2571,612,
e7-embedded,binary,20,bot_14,4435,w,231.28,60,0-1,resign,12.22,0,0,,0,0,2574,621,
e7-embedded,binary,20,bot_15,4417,b,224.06,60,0-1,resign,13.71,0,0,,0,0,2568,612,
e7-embedded,binary,20,bot_16,4432,w,229.99,60,0-1,resign,12.41,0,0,,0,0,2570,621,
e7-embedded,binary,20,bot_17,4429,w,228.82,60,0-1,resign,11.95,0,0,,0,0,2574,621,
e7-embedded,binary,20,bot_18,4427,b,228.16,60,0-1,resign,13.76,0,0,,0,0,2577,612,
e7-embedded,binary,20,bot_19,4419,b,224.8,60,0-1,resign,13.62,0,0,,0,0,2579,612,
e7-embedded,binary,20,bot_20,4424,w,226.5,60,0-1,resign,14.79,0,0,,0,0,2572,621,
e7-embedded,binary,20,bot_21,4420,w,225.01,60,0-1,resign,16.2,0,0,,0,0,2574,621,
e7-embedded,binary,20,bot_22,4434,w,230.09,60,0-1,resign,14.45,0,0,,0,0,2579,621,
e7-embedded,binary,20,bot_23,4433,w,229.61,60,0-1,resign,12.53,0,0,,0,0,2573,621,
e7-embedded,binary,20,bot_24,4434,b,230.1,60,0-1,resign,12.55,0,0,,0,0,2578,612,
e7-embedded,binary,20,bot_25,4426,w,226.9,60,0-1,resign,14.95,0,0,,0,0,2571,621,
e7-embedded,binary,20,bot_26,4435,b,230.31,60,0-1,resign,11.42,0,0,,0,0,2573,612,
e7-embedded,binary,20,bot_27,4436,b,230.58,60,0-1,resign,13.18,0,0,,0,0,2571,612,
e7-embedded,binary,20,bot_28,4436,w,230.27,60,0-1,resign,10.03,0,0,,0,0,2572,621,
e7-embedded,binary,20,bot_29,4424,b,225.94,60,0-1,resign,12.34,0,0,,0,0,2571,612,
e7-embedded,binary,20,bot_30,4427,w,226.78,60,0-1,resign,14.12,0,0,,0,0,2578,621,
e7-embedded,binary,20,bot_31,4421,w,224.52,60,0-1,resign,11.67,0,0,,0,0,2565,621,
e7-embedded,binary,20,bot_32,4422,b,225,60,0-1,resign,12.28,0,0,,0,0,2574,612,
e7-embedded,binary,20,bot_33,4431,b,228.06,60,0-1,resign,14.76,0,0,,0,0,2563,612,
e7-embedded,binary,20,bot_34,4418,w,222.39,60,0-1,resign,14.35,0,0,,0,0,2566,621,
e7-embedded,binary,20,bot_35,4429,b,226.97,60,0-1,resign,13.51,0,0,,0,0,2573,612,
e7-embedded,binary,20,bot_36,4421,b,223.94,60,0-1,resign,10.89,0,0,,0,0,2564,612,
e7-embedded,binary,20,bot_37,4433,b,228.16,60,0-1,resign,12.86,0,0,,0,0,2572,612,
e7-embedded,binary,20,bot_38,4420,b,223.3,60,0-1,resign,12.11,0,0,,0,0,2573,612,
e7-embedded,binary,20,bot_39,4428,w,225.89,60,0-1,resign,13.73,0,0,,0,0,2578,621,
e7-embedded,binary,20,bot_40,4425,w,224.69,60,0-1,resign,15.19,0,0,,0,0,2572,621,
