label,format,games,username,game_id,color,login_ms,plies,result,reason,move_p50_ms,rejects,resumes,recovery_ms,moves_lost,waits,bytes_in,bytes_out,error
e7-remote-1-khong-cache,binary,20,bot_1,4462,b,181.66,60,0-1,resign,15.43,0,0,,0,0,2567,611,
e7-remote-1-khong-cache,binary,20,bot_2,4470,w,252.99,60,0-1,resign,12.85,0,0,,0,0,2564,620,
e7-remote-1-khong-cache,binary,20,bot_3,4471,w,253.2,60,0-1,resign,11.44,0,0,,0,0,2556,620,
e7-remote-1-khong-cache,binary,20,bot_4,4459,w,248.37,60,0-1,resign,13.89,0,0,,0,0,2568,620,
e7-remote-1-khong-cache,binary,20,bot_5,4468,b,251.95,60,0-1,resign,16.18,0,0,,0,0,2567,611,
e7-remote-1-khong-cache,binary,20,bot_6,4472,b,253.16,60,0-1,resign,13.65,0,0,,0,0,2571,611,
e7-remote-1-khong-cache,binary,20,bot_7,4466,w,250.63,60,0-1,resign,15.23,0,0,,0,0,2566,620,
e7-remote-1-khong-cache,binary,20,bot_8,4475,w,253.78,60,0-1,resign,13.04,0,0,,0,0,2574,620,
e7-remote-1-khong-cache,binary,20,bot_9,4457,b,246.17,60,0-1,resign,13.16,0,0,,0,0,2575,611,
e7-remote-1-khong-cache,binary,20,bot_10,4472,w,251.57,60,0-1,resign,13.69,0,0,,0,0,2572,621,
e7-remote-1-khong-cache,binary,20,bot_11,4469,w,250.25,60,0-1,resign,17.48,0,0,,0,0,2572,621,
e7-remote-1-khong-cache,binary,20,bot_12,4467,b,249.58,60,0-1,resign,15.65,0,0,,0,0,2571,612,
e7-remote-1-khong-cache,binary,20,bot_13,4459,b,246.28,60,0-1,resign,11.78,0,0,,0,0,2567,612,
e7-remote-1-khong-cache,binary,20,bot_14,4463,w,247.54,60,0-1,resign,14.6,0,0,,0,0,2569,621,
e7-remote-1-khong-cache,binary,20,bot_15,4460,w,246.47,60,0-1,resign,11.54,0,0,,0,0,2573,621,
e7-remote-1-khong-cache,binary,20,bot_16,4474,w,251.53,60,0-1,resign,12.5,0,0,,0,0,2574,621,
e7-remote-1-khong-cache,binary,20,bot_17,4473,w,251.04,60,0-1,resign,12.9,0,0,,0,0,2576,621,
e7-remote-1-khong-cache,binary,20,bot_18,4474,b,251.5,60,0-1,resign,14.56,0,0,,0,0,2573,612,
e7-remote-1-khong-cache,binary,20,bot_19,4466,b,248.44,60,0-1,resign,13.99,0,0,,0,0,2565,612,
e7-remote-1-khong-cache,binary,20,bot_20,4475,b,251.69,60,0-1,resign,12.81,0,0,,0,0,2573,612,
e7-remote-1-khong-cache,binary,20,bot_21,4476,b,251.96,60,0-1,resign,11.98,0,0,,0,0,2574,612,
e7-remote-1-khong-cache,binary,20,bot_22,4476,w,251.66,60,0-1,resign,14.56,0,0,,0,0,2575,621,
e7-remote-1-khong-cache,binary,20,bot_23,4463,b,246.74,60,0-1,resign,16.06,0,0,,0,0,2568,612,
e7-remote-1-khong-cache,binary,20,bot_24,4467,w,248.07,60,0-1,resign,14.53,0,0,,0,0,2572,621,
e7-remote-1-khong-cache,binary,20,bot_25,4461,w,245.76,60,0-1,resign,13.86,0,0,,0,0,2568,621,
e7-remote-1-khong-cache,binary,20,bot_26,4462,w,246.03,60,0-1,resign,14.44,0,0,,0,0,2569,621,
e7-remote-1-khong-cache,binary,20,bot_27,4471,b,249.41,60,0-1,resign,12.18,0,0,,0,0,2556,612,
e7-remote-1-khong-cache,binary,20,bot_28,4458,w,243.73,60,0-1,resign,14.65,0,0,,0,0,2573,621,
e7-remote-1-khong-cache,binary,20,bot_29,4469,b,248.42,60,0-1,resign,14.56,0,0,,0,0,2571,612,
e7-remote-1-khong-cache,binary,20,bot_30,4461,b,245.41,60,0-1,resign,15.61,0,0,,0,0,2567,612,
e7-remote-1-khong-cache,binary,20,bot_31,4473,b,249.69,60,0-1,resign,13.96,0,0,,0,0,2575,612,
e7-remote-1-khong-cache,binary,20,bot_32,4460,b,244.82,60,0-1,resign,12.11,0,0,,0,0,2572,612,
e7-remote-1-khong-cache,binary,20,bot_33,4468,w,247.44,60,0-1,resign,14.21,0,0,,0,0,2568,621,
e7-remote-1-khong-cache,binary,20,bot_34,4464,w,245.77,60,0-1,resign,15.86,0,0,,0,0,2571,621,
e7-remote-1-khong-cache,binary,20,bot_35,4470,b,248.03,60,0-1,resign,13.56,0,0,,0,0,2564,612,
e7-remote-1-khong-cache,binary,20,bot_36,4457,w,241.93,60,0-1,resign,14.02,0,0,,0,0,2576,621,
e7-remote-1-khong-cache,binary,20,bot_37,4465,w,245.77,60,0-1,resign,16.71,0,0,,0,0,2576,621,
e7-remote-1-khong-cache,binary,20,bot_38,4465,b,245.87,60,0-1,resign,16.05,0,0,,0,0,2575,612,
e7-remote-1-khong-cache,binary,20,bot_39,4458,b,242.65,60,0-1,resign,13.04,0,0,,0,0,2572,612,
e7-remote-1-khong-cache,binary,20,bot_40,4464,b,245.27,60,0-1,resign,17.36,0,0,,0,0,2570,612,
