label,format,games,username,game_id,color,login_ms,plies,result,reason,move_p50_ms,rejects,resumes,recovery_ms,moves_lost,waits,bytes_in,bytes_out,error
e7-embedded,binary,20,bot_1,4405,w,176.03,60,0-1,resign,10.73,0,0,,0,0,2573,620,
e7-embedded,binary,20,bot_2,4398,b,220.39,60,0-1,resign,8.01,0,0,,0,0,2564,611,
e7-embedded,binary,20,bot_3,4397,w,219.09,60,0-1,resign,13.19,0,0,,0,0,2581,620,
e7-embedded,binary,20,bot_4,4410,b,224.32,60,0-1,resign,13.31,0,0,,0,0,2564,611,
e7-embedded,binary,20,bot_5,4406,b,222.83,60,0-1,resign,9.44,0,0,,0,0,2564,611,
e7-embedded,binary,20,bot_6,4402,w,221.38,60,0-1,resign,15.21,0,0,,0,0,2571,620,
e7-embedded,binary,20,bot_7,4403,w,221.52,60,0-1,resign,14.67,0,0,,0,0,2567,620,
e7-embedded,binary,20,bot_8,4410,w,223.1,60,0-1,resign,13.1,0,0,,0,0,2565,620,
e7-embedded,binary,20,bot_9,4411,w,223.03,60,0-1,resign,13.87,0,0,,0,0,2563,620,
e7-embedded,binary,20,bot_10,4399,w,218.46,60,0-1,resign,10.09,0,0,,0,0,2574,621,
e7-embedded,binary,20,bot_11,4408,b,221.36,60,0-1,resign,11.48,0,0,,0,0,2574,612,
e7-embedded,binary,20,bot_12,4412,b,222.54,60,0-1,resign,12.39,0,0,,0,0,2576,612,
e7-embedded,binary,20,bot_13,4405,b,220.07,60,0-1,resign,10.5,0,0,,0,0,2573,612,
e7-embedded,binary,20,bot_14,4415,w,223,60,0-1,resign,11.67,0,0,,0,0,2572,621,
e7-embedded,binary,20,bot_15,4397,b,216.56,60,0-1,resign,12.41,0,0,,0,0,2581,612,
e7-embedded,binary,20,bot_16,4412,w,221.79,60,0-1,resign,10.36,0,0,,0,0,2577,621,
e7-embedded,binary,20,bot_17,4409,w,220.66,60,0-1,resign,10.8,0,0,,0,0,2572,621,
e7-embedded,binary,20,bot_18,4407,b,220.02,60,0-1,resign,9.74,0,0,,0,0,2567,612,
e7-embedded,binary,20,bot_19,4399,b,217.2,60,0-1,resign,11.05,0,0,,0,0,2573,612,
e7-embedded,binary,20,bot_20,4403,b,218.84,60,0-1,resign,11.98,0,0,,0,0,2566,612,
e7-embedded,binary,20,bot_21,4400,w,217.52,60,0-1,resign,14.98,0,0,,0,0,2577,621,
e7-embedded,binary,20,bot_22,4414,w,221.88,60,0-1,resign,11.89,0,0,,0,0,2581,621,
e7-embedded,binary,20,bot_23,4413,w,221.46,60,0-1,resign,9.33,0,0,,0,0,2575,621,
e7-embedded,binary,20,bot_24,4414,b,221.86,60,0-1,resign,14.98,0,0,,0,0,2580,612,
e7-embedded,binary,20,bot_25,4406,w,219.02,60,0-1,resign,10.92,0,0,,0,0,2565,621,
e7-embedded,binary,20,bot_26,4415,b,222.03,60,0-1,resign,12.45,0,0,,0,0,2571,612,
e7-embedded,binary,20,bot_27,4416,b,222.46,60,0-1,resign,10.65,0,0,,0,0,2568,612,
e7-embedded,binary,20,bot_28,4416,w,222.06,60,0-1,resign,8.52,0,0,,0,0,2569,621,
e7-embedded,binary,20,bot_29,4404,w,218.25,60,0-1,resign,12.98,0,0,,0,0,2572,621,
e7-embedded,binary,20,bot_30,4407,w,218.88,60,0-1,resign,8.85,0,0,,0,0,2568,621,
e7-embedded,binary,20,bot_31,4401,w,217.13,60,0-1,resign,13.97,0,0,,0,0,2578,621,
e7-embedded,binary,20,bot_32,4402,b,217.57,60,0-1,resign,11.51,0,0,,0,0,2570,612,
e7-embedded,binary,20,bot_33,4411,b,220.07,60,0-1,resign,13.83,0,0,,0,0,2562,612,
e7-embedded,binary,20,bot_34,4398,w,215.13,60,0-1,resign,10.57,0,0,,0,0,2566,621,
e7-embedded,binary,20,bot_35,4409,b,219.02,60,0-1,resign,17.42,0,0,,0,0,2571,612,
e7-embedded,binary,20,bot_36,4401,b,216.26,60,0-1,resign,12.36,0,0,,0,0,2577,612,
e7-embedded,binary,20,bot_37,4413,b,219.76,60,0-1,resign,13.71,0,0,,0,0,2574,612,
e7-embedded,binary,20,bot_38,4400,b,215.59,60,0-1,resign,11.02,0,0,,0,0,2576,612,
e7-embedded,binary,20,bot_39,4408,w,217.55,60,0-1,resign,11.42,0,0,,0,0,2575,621,
e7-embedded,binary,20,bot_40,4404,b,216.37,60,0-1,resign,10.9,0,0,,0,0,2571,612,
