label,format,games,username,game_id,color,login_ms,plies,result,reason,move_p50_ms,rejects,resumes,recovery_ms,moves_lost,waits,bytes_in,bytes_out,error
e7-remote-2-co-cache,binary,20,bot_1,4582,b,178.17,60,0-1,resign,9.24,0,0,,0,0,2564,611,
e7-remote-2-co-cache,binary,20,bot_2,4590,w,246.32,60,0-1,resign,11.62,0,0,,0,0,2561,620,
e7-remote-2-co-cache,binary,20,bot_3,4591,w,246.5,60,0-1,resign,12.73,0,0,,0,0,2565,620,
e7-remote-2-co-cache,binary,20,bot_4,4579,w,241.65,60,0-1,resign,15.56,0,0,,0,0,2566,620,
e7-remote-2-co-cache,binary,20,bot_5,4588,b,245.32,60,0-1,resign,17.74,0,0,,0,0,2564,611,
e7-remote-2-co-cache,binary,20,bot_6,4592,b,246.42,60,0-1,resign,13.15,0,0,,0,0,2561,611,
e7-remote-2-co-cache,binary,20,bot_7,4586,w,243.89,60,0-1,resign,14.47,0,0,,0,0,2571,620,
e7-remote-2-co-cache,binary,20,bot_8,4595,w,247,60,0-1,resign,13.81,0,0,,0,0,2568,620,
e7-remote-2-co-cache,binary,20,bot_9,4577,b,239.23,60,0-1,resign,17.64,0,0,,0,0,2566,611,
e7-remote-2-co-cache,binary,20,bot_10,4592,w,244.79,60,0-1,resign,10.52,0,0,,0,0,2562,621,
e7-remote-2-co-cache,binary,20,bot_11,4589,w,243.55,60,0-1,resign,12.75,0,0,,0,0,2577,621,
e7-remote-2-co-cache,binary,20,bot_12,4587,b,242.85,60,0-1,resign,18.71,0,0,,0,0,2570,612,
e7-remote-2-co-cache,binary,20,bot_13,4579,b,239.5,60,0-1,resign,13.96,0,0,,0,0,2565,612,
e7-remote-2-co-cache,binary,20,bot_14,4583,w,240.82,60,0-1,resign,13.29,0,0,,0,0,2569,621,
e7-remote-2-co-cache,binary,20,bot_15,4580,w,239.58,60,0-1,resign,11.54,0,0,,0,0,2572,621,
e7-remote-2-co-cache,binary,20,bot_16,4594,w,244.57,60,0-1,resign,12.15,0,0,,0,0,2571,621,
e7-remote-2-co-cache,binary,20,bot_17,4593,w,244.07,60,0-1,resign,12.8,0,0,,0,0,2567,621,
e7-remote-2-co-cache,binary,20,bot_18,4594,b,244.52,60,0-1,resign,15.26,0,0,,0,0,2570,612,
e7-remote-2-co-cache,binary,20,bot_19,4586,b,241.53,60,0-1,resign,13.37,0,0,,0,0,2570,612,
e7-remote-2-co-cache,binary,20,bot_20,4595,b,244.69,60,0-1,resign,12.9,0,0,,0,0,2567,612,
e7-remote-2-co-cache,binary,20,bot_21,4596,b,244.99,60,0-1,resign,11.62,0,0,,0,0,2573,612,
e7-remote-2-co-cache,binary,20,bot_22,4596,w,244.67,60,0-1,resign,10.47,0,0,,0,0,2574,621,
e7-remote-2-co-cache,binary,20,bot_23,4583,b,239.86,60,0-1,resign,20.19,0,0,,0,0,2568,612,
e7-remote-2-co-cache,binary,20,bot_24,4587,w,241.17,60,0-1,resign,13.98,0,0,,0,0,2571,621,
e7-remote-2-co-cache,binary,20,bot_25,4581,w,238.83,60,0-1,resign,11.03,0,0,,0,0,2573,621,
e7-remote-2-co-cache,binary,20,bot_26,4582,w,239.16,60,0-1,resign,12.31,0,0,,0,0,2566,621,
e7-remote-2-co-cache,binary,20,bot_27,4591,b,242.46,60,0-1,resign,14.05,0,0,,0,0,2565,612,
e7-remote-2-co-cache,binary,20,bot_28,4578,w,236.76,60,0-1,resign,11.45,0,0,,0,0,2574,621,
e7-remote-2-co-cache,binary,20,bot_29,4589,b,241.55,60,0-1,resign,18,0,0,,0,0,2576,612,
e7-remote-2-co-cache,binary,20,bot_30,4581,b,238.51,60,0-1,resign,10.36,0,0,,0,0,2572,612,
e7-remote-2-co-cache,binary,20,bot_31,4593,b,242.72,60,0-1,resign,14.77,0,0,,0,0,2566,612,
e7-remote-2-co-cache,binary,20,bot_32,4580,b,237.88,60,0-1,resign,14.12,0,0,,0,0,2571,612,
e7-remote-2-co-cache,binary,20,bot_33,4588,w,240.56,60,0-1,resign,12.85,0,0,,0,0,2565,621,
e7-remote-2-co-cache,binary,20,bot_34,4584,w,238.85,60,0-1,resign,16.75,0,0,,0,0,2575,621,
e7-remote-2-co-cache,binary,20,bot_35,4590,b,241.11,60,0-1,resign,15.71,0,0,,0,0,2561,612,
e7-remote-2-co-cache,binary,20,bot_36,4577,w,234.76,60,0-1,resign,16.29,0,0,,0,0,2567,621,
e7-remote-2-co-cache,binary,20,bot_37,4585,w,238.86,60,0-1,resign,17,0,0,,0,0,2576,621,
e7-remote-2-co-cache,binary,20,bot_38,4585,b,238.9,60,0-1,resign,15.33,0,0,,0,0,2575,612,
e7-remote-2-co-cache,binary,20,bot_39,4578,b,235.64,60,0-1,resign,14.35,0,0,,0,0,2573,612,
e7-remote-2-co-cache,binary,20,bot_40,4584,b,238.3,60,0-1,resign,16.76,0,0,,0,0,2574,612,
